ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
GA-211,Morgan County,Georgia,46.36,-2.57,50,48.93
GA-213,Murray County,Georgia,58.65,2.51,83,56.14
GA-215,Muscogee County,Georgia,48.41,-1.11,62,49.52
GA-217,Newton County,Georgia,48.19,-1.66,54,49.85
GA-219,Oconee County,Georgia,46.14,-3.53,44,49.67
GA-221,Oglethorpe County,Georgia,42.38,-6.12,37,48.5
GA-223,Paulding County,Georgia,50.74,-0.6,67,51.34
GA-225,Peach County,Georgia,44.32,-2.89,46,47.21
GA-227,Pickens County,Georgia,49.25,-8.23,27,57.48
GA-229,Pierce County,Georgia,40.11,-8.63,16,48.74
GA-231,Pike County,Georgia,48.04,-2.09,57,50.13
GA-233,Polk County,Georgia,53.53,2.42,81,51.11
GA-235,Pulaski County,Georgia,40.96,-5.87,32,46.83
GA-237,Putnam County,Georgia,45.12,-2.36,57,47.48
GA-239,Quitman County,Georgia,47.77,-2.81,54,50.58
GA-241,Rabun County,Georgia,64.3,-4.87,47,69.17
GA-243,Randolph County,Georgia,44.4,-6.69,31,51.09
GA-245,Richmond County,Georgia,41.93,-2.87,49,44.8
GA-247,Rockdale County,Georgia,50.06,-0.19,65,50.25
GA-249,Schley County,Georgia,42.14,-6.84,28,48.98
GA-251,Screven County,Georgia,39.97,-6.56,21,46.53
GA-253,Seminole County,Georgia,48.65,-4.73,45,53.38
GA-255,Spalding County,Georgia,49.4,-0.2,70,49.6
GA-257,Stephens County,Georgia,50.03,-5.62,37,55.65
GA-259,Stewart County,Georgia,45.46,-3.69,48,49.15
GA-261,Sumter County,Georgia,39.79,-8.77,19,48.56
GA-263,Talbot County,Georgia,46.63,-3.88,45,50.51
GA-265,Taliaferro County,Georgia,43.53,-4.29,44,47.82
GA-267,Tattnall County,Georgia,39.88,-7.56,20,47.44
GA-269,Taylor County,Georgia,44,-5.15,39,49.15
GA-271,Telfair County,Georgia,38.98,-8.38,15,47.36
GA-273,Terrell County,Georgia,41.16,-8.93,19,50.09
GA-275,Thomas County,Georgia,46.62,-6.45,36,53.07
GA-277,Tift County,Georgia,42.93,-5.24,31,48.17
GA-279,Toombs County,Georgia,41.28,-5.58,29,46.86
GA-281,Towns County,Georgia,61.43,-1.34,61,62.77
GA-283,Treutlen County,Georgia,43.27,-3.13,53,46.4
GA-285,Troup County,Georgia,50.1,-1.56,64,51.66
GA-287,Turner County,Georgia,40.6,-7.1,23,47.7
GA-289,Twiggs County,Georgia,44.43,-2.07,50,46.5
GA-291,Union County,Georgia,61.37,0.62,70,60.75
GA-293,Upson County,Georgia,45.56,-4.45,41,50.01
GA-295,Walker County,Georgia,57.06,3.3,86,53.76
GA-297,Walton County,Georgia,48.16,-2.19,47,50.35
GA-299,Ware County,Georgia,42.18,-6.94,26,49.12
GA-301,Warren County,Georgia,43.63,-3.65,49,47.28
GA-303,Washington County,Georgia,44.04,-2.17,62,46.21
GA-305,Wayne County,Georgia,41.06,-8.34,17,49.4
GA-307,Webster County,Georgia,42.45,-7.09,27,49.54
GA-309,Wheeler County,Georgia,41.8,-4.85,34,46.65
GA-311,White County,Georgia,62.7,-1.12,61,63.82
GA-313,Whitfield County,Georgia,56.34,2.8,87,53.54
GA-315,Wilcox County,Georgia,39.94,-7.29,27,47.23
GA-317,Wilkes County,Georgia,42.15,-5.68,38,47.83
GA-319,Wilkinson County,Georgia,44.49,-1.7,59,46.19
GA-321,Worth County,Georgia,41.06,-7.27,23,48.33
ID-001,Ada County,Idaho,12.31,-0.02,69,12.33
ID-003,Adams County,Idaho,27.03,-5.39,28,32.42
ID-005,Bannock County,Idaho,16.15,-3.35,35,19.5
ID-007,Bear Lake County,Idaho,19.43,-1.98,44,21.41
ID-009,Benewah County,Idaho,33.58,2.28,85,31.3
ID-011,Bingham County,Idaho,12.2,-1.29,49,13.49
ID-013,Blaine County,Idaho,16.06,-2.73,42,18.79
ID-015,Boise County,Idaho,29.39,-1.15,61,30.54
ID-017,Bonner County,Idaho,35.49,-0.34,67,35.83
ID-019,Bonneville County,Idaho,19.21,-1.12,52,20.33
ID-021,Boundary County,Idaho,38.34,0.37,76,37.97
ID-023,Butte County,Idaho,11.51,-2.07,42,13.58
ID-025,Camas County,Idaho,18.05,-6.33,18,24.38
ID-027,Canyon County,Idaho,9.65,0.1,74,9.55
ID-029,Caribou County,Idaho,20.21,-2.2,44,22.41
ID-031,Cassia County,Idaho,13.91,-1.6,50,15.51
ID-033,Clark County,Idaho,14.15,-2.96,29,17.11
ID-035,Clearwater County,Idaho,44.05,-2.65,55,46.7
ID-037,Custer County,Idaho,20.97,-1.58,55,22.55
ID-039,Elmore County,Idaho,17.7,-2.46,44,20.16
ID-041,Franklin County,Idaho,19.21,-3.83,35,23.04
ID-043,Fremont County,Idaho,19.54,-2.13,41,21.67
ID-045,Gem County,Idaho,18.15,-0.63,59,18.78
ID-047,Gooding County,Idaho,7.88,-3.29,12,11.17
ID-049,Idaho County,Idaho,35.76,-1.75,54,37.51
ID-051,Jefferson County,Idaho,7.45,-2.24,25,9.69
ID-053,Jerome County,Idaho,6.78,-2.93,10,9.71
ID-055,Kootenai County,Idaho,33.91,1.67,84,32.24
ID-057,Latah County,Idaho,35.84,5.32,110,30.52
ID-059,Lemhi County,Idaho,18.26,-2.89,35,21.15
ID-061,Lewis County,Idaho,28.92,3.48,108,25.44
ID-063,Lincoln County,Idaho,7.49,-3.02,12,10.51
ID-065,Madison County,Idaho,11.93,-2.91,27,14.84
ID-067,Minidoka County,Idaho,8.29,-1.43,46,9.72
ID-069,Nez Perce County,Idaho,26.95,5.01,122,21.94
ID-071,Oneida County,Idaho,15.55,-2.97,40,18.52
ID-073,Owyhee County,Idaho,11.13,-1.43,42,12.56
ID-075,Payette County,Idaho,11.47,-1.31,43,12.78
ID-077,Power County,Idaho,16.43,0.53,74,15.9
ID-079,Shoshone County,Idaho,46.44,-0.95,61,47.39
ID-081,Teton County,Idaho,20.28,-2.46,37,22.74
ID-083,Twin Falls County,Idaho,9.63,-2.89,24,12.52
ID-085,Valley County,Idaho,30.84,-5.26,34,36.1
ID-087,Washington County,Idaho,17.88,-2.74,36,20.62
IL-001,Adams County,Illinois,34.75,-2.03,53,36.78
IL-003,Alexander County,Illinois,44.33,-0.85,59,45.18
IL-005,Bond County,Illinois,40.55,1.16,71,39.39
IL-007,Boone County,Illinois,37.93,3.86,92,34.07
IL-009,Brown County,Illinois,36.12,-0.61,59,36.73
IL-011,Bureau County,Illinois,35.26,0.19,68,35.07
IL-013,Calhoun County,Illinois,39.98,2.19,81,37.79
IL-015,Carroll County,Illinois,38.38,3.9,95,34.48
IL-017,Cass County,Illinois,38.01,1.63,79,36.38
IL-019,Champaign County,Illinois,33.15,-3.4,31,36.55
IL-021,Christian County,Illinois,41.12,4.23,97,36.89
IL-023,Clark County,Illinois,41,1.26,77,39.74
IL-025,Clay County,Illinois,46.47,6.07,99,40.4
IL-027,Clinton County,Illinois,40.4,0.59,66,39.81
IL-029,Coles County,Illinois,38.93,0.61,70,38.32
IL-031,Cook County,Illinois,32.99,-1.47,47,34.46
IL-033,Crawford County,Illinois,41.55,0.5,66,41.05
IL-035,Cumberland County,Illinois,44.29,4.75,98,39.54
IL-037,DeKalb County,Illinois,38.62,3.99,94,34.63
IL-039,De Witt County,Illinois,33.75,-3.3,34,37.05
IL-041,Douglas County,Illinois,33.75,-3.65,28,37.4
IL-043,DuPage County,Illinois,34.54,0.04,60,34.5
IL-045,Edgar County,Illinois,35.67,-2.87,42,38.54
IL-047,Edwards County,Illinois,43.69,0.79,67,42.9
IL-049,Effingham County,Illinois,51.28,11.7,119,39.58
IL-051,Fayette County,Illinois,43.59,4.63,95,38.96
IL-053,Ford County,Illinois,33.95,-1.8,47,35.75
IL-055,Franklin County,Illinois,38.21,-4.05,35,42.26
IL-057,Fulton County,Illinois,31.29,-4.16,29,35.45
IL-059,Gallatin County,Illinois,37.61,-7.18,21,44.79
IL-061,Greene County,Illinois,40.49,3.14,86,37.35
IL-063,Grundy County,Illinois,30.26,-3.72,33,33.98
IL-065,Hamilton County,Illinois,37.37,-5.31,29,42.68
IL-067,Hancock County,Illinois,33.05,-2.53,45,35.58
IL-069,Hardin County,Illinois,40.01,-5.73,35,45.74
IL-071,Henderson County,Illinois,28.42,-6.79,19,35.21
IL-073,Henry County,Illinois,33.87,-1.06,54,34.93
IL-075,Iroquois County,Illinois,34.22,-2.08,45,36.3
IL-077,Jackson County,Illinois,38.49,-4.57,34,43.06
IL-079,Jasper County,Illinois,47.97,7.61,108,40.36
IL-081,Jefferson County,Illinois,38.37,-3.57,39,41.94
IL-083,Jersey County,Illinois,40.76,2.82,78,37.94
IL-085,Jo Daviess County,Illinois,39.12,5.23,94,33.89
IL-087,Johnson County,Illinois,43.01,-2.95,46,45.96
IL-089,Kane County,Illinois,37.29,2.97,83,34.32
IL-091,Kankakee County,Illinois,32.07,-3.4,32,35.47
IL-093,Kendall County,Illinois,33.75,-0.45,59,34.2
IL-095,Knox County,Illinois,33.83,-1.62,46,35.45
IL-097,Lake County,Illinois,34.8,1.64,72,33.16
IL-099,LaSalle County,Illinois,32.04,-2.15,43,34.19
IL-101,Lawrence County,Illinois,48.23,5.82,99,42.42
IL-103,Lee County,Illinois,38.75,3.88,97,34.87
IL-105,Livingston County,Illinois,32.11,-2.54,42,34.65
IL-107,Logan County,Illinois,35.88,-0.3,65,36.18
IL-109,McDonough County,Illinois,32.96,-2.88,37,35.84
IL-111,McHenry County,Illinois,36.06,2.06,77,34
IL-113,McLean County,Illinois,32.36,-4.1,25,36.46
IL-115,Macon County,Illinois,40.09,2.73,87,37.36
IL-117,Macoupin County,Illinois,41.34,3.29,88,38.05
IL-119,Madison County,Illinois,42.21,3.84,88,38.37
IL-121,Marion County,Illinois,43.54,2.99,83,40.55
IL-123,Marshall County,Illinois,32.41,-2.27,44,34.68
IL-125,Mason County,Illinois,34.45,-0.46,63,34.91
IL-127,Massac County,Illinois,45.19,-1.94,54,47.13
IL-129,Menard County,Illinois,37.5,1.93,84,35.57
IL-131,Mercer County,Illinois,31.14,-3.63,38,34.77
IL-133,Monroe County,Illinois,41.63,1.98,78,39.65
IL-135,Montgomery County,Illinois,42.05,4.22,96,37.83
IL-137,Morgan County,Illinois,39.92,3.13,89,36.79
IL-139,Moultrie County,Illinois,38,0.02,66,37.98
IL-141,Ogle County,Illinois,37.48,3.34,90,34.14
IL-143,Peoria County,Illinois,31.31,-3.79,36,35.1
IL-145,Perry County,Illinois,39.09,-2.13,46,41.22
IL-147,Piatt County,Illinois,35.36,-1.74,51,37.1
IL-149,Pike County,Illinois,36.13,-1.48,54,37.61
IL-151,Pope County,Illinois,41.98,-4.74,34,46.72
IL-153,Pulaski County,Illinois,44.45,-1.28,58,45.73
IL-155,Putnam County,Illinois,32.97,-1.14,58,34.11
IL-157,Randolph County,Illinois,40.41,-0.33,62,40.74
IL-159,Richland County,Illinois,48.4,7.14,104,41.26
IL-161,Rock Island County,Illinois,31.8,-2.99,42,34.79
IL-163,St. Clair County,Illinois,40.39,1.35,77,39.04
IL-165,Saline County,Illinois,35.21,-8.97,15,44.18
IL-167,Sangamon County,Illinois,39.47,3.24,92,36.23
IL-169,Schuyler County,Illinois,35.3,-0.88,60,36.18
IL-171,Scott County,Illinois,39.11,2.2,80,36.91
IL-173,Shelby County,Illinois,43.38,4.88,98,38.5
IL-175,Stark County,Illinois,34.31,-0.66,56,34.97
IL-177,Stephenson County,Illinois,41.17,7.14,113,34.03
IL-179,Tazewell County,Illinois,32.22,-3.56,35,35.78
IL-181,Union County,Illinois,43.49,-1.59,57,45.08
IL-183,Vermilion County,Illinois,33.28,-3.76,32,37.04
IL-185,Wabash County,Illinois,46.82,3.73,86,43.09
IL-187,Warren County,Illinois,30.89,-4.63,32,35.52
IL-189,Washington County,Illinois,39.17,-1.71,52,40.88
IL-191,Wayne County,Illinois,40.54,-1.53,58,42.07
IL-193,White County,Illinois,40.56,-2.71,49,43.27
IL-195,Whiteside County,Illinois,33.38,-1.89,48,35.27
IL-197,Will County,Illinois,31.95,-3.4,35,35.35
IL-199,Williamson County,Illinois,38.66,-4.94,32,43.6
IL-201,Winnebago County,Illinois,37.44,3.65,93,33.79
IL-203,Woodford County,Illinois,32.52,-2.94,39,35.46
IN-001,Adams County,Indiana,35.1,-0.92,46,36.02
IN-003,Allen County,Indiana,35.16,-0.3,60,35.46
IN-005,Bartholomew County,Indiana,40.43,-0.96,51,41.39
IN-007,Benton County,Indiana,32.89,-4.5,26,37.39
IN-009,Blackford County,Indiana,31.97,-5.58,15,37.55
IN-011,Boone County,Indiana,33.38,-5.44,22,38.82
IN-013,Brown County,Indiana,39.7,-2.27,45,41.97
IN-015,Carroll County,Indiana,30.79,-7.04,13,37.83
IN-017,Cass County,Indiana,31.85,-5.99,17,37.84
IN-019,Clark County,Indiana,45.65,2.38,71,43.27
IN-021,Clay County,Indiana,39.78,-0.89,55,40.67
IN-023,Clinton County,Indiana,32.08,-6.43,15,38.51
IN-025,Crawford County,Indiana,49.67,4.31,89,45.36
IN-027,Daviess County,Indiana,50.57,7.41,106,43.17
IN-029,Dearborn County,Indiana,43.65,2.53,73,41.12
IN-031,Decatur County,Indiana,41.18,-0.5,60,41.68
IN-033,DeKalb County,Indiana,36.42,1.37,79,35.05
IN-035,Delaware County,Indiana,32.81,-5.78,19,38.59
IN-037,Dubois County,Indiana,51.27,6.94,103,44.33
IN-039,Elkhart County,Indiana,33.37,-1.88,46,35.25
IN-041,Fayette County,Indiana,40.84,0.64,66,40.2
IN-043,Floyd County,Indiana,44.18,0.61,60,43.57
IN-045,Fountain County,Indiana,33.54,-4.51,28,38.05
IN-047,Franklin County,Indiana,41.01,0.34,64,40.67
IN-049,Fulton County,Indiana,32.14,-5.47,24,37.61
IN-051,Gibson County,Indiana,43.45,0.13,62,43.32
IN-053,Grant County,Indiana,32,-5.75,18,37.75
IN-055,Greene County,Indiana,42.94,0.13,61,42.81
IN-057,Hamilton County,Indiana,36.63,-1.52,46,38.15
IN-059,Hancock County,Indiana,37.84,-1.56,41,39.4
IN-061,Harrison County,Indiana,45.5,0.95,65,44.55
IN-063,Hendricks County,Indiana,34.75,-4.81,28,39.56
IN-065,Henry County,Indiana,37.61,-2.2,36,39.81
IN-067,Howard County,Indiana,31.85,-5.89,20,37.74
IN-069,Huntington County,Indiana,35.36,-1.85,45,37.21
IN-071,Jackson County,Indiana,43.23,0.76,63,42.47
IN-073,Jasper County,Indiana,32,-4.53,22,36.53
IN-075,Jay County,Indiana,33.14,-4.59,23,37.73
IN-077,Jefferson County,Indiana,48.09,4.76,91,43.33
IN-079,Jennings County,Indiana,42.23,-0.52,56,42.75
IN-081,Johnson County,Indiana,38.26,-2.51,41,40.77
IN-083,Knox County,Indiana,49.55,6.79,106,42.76
IN-085,Kosciusko County,Indiana,32.13,-4.22,26,36.35
IN-087,LaGrange County,Indiana,33.87,-1.12,51,34.99
IN-089,Lake County,Indiana,30.93,-5.1,18,36.03
IN-091,LaPorte County,Indiana,33.5,-3.64,33,37.14
IN-093,Lawrence County,Indiana,47.67,3.61,85,44.06
IN-095,Madison County,Indiana,33.9,-4.63,18,38.53
IN-097,Marion County,Indiana,36.04,-3.17,32,39.21
IN-099,Marshall County,Indiana,32.08,-5.07,24,37.15
IN-101,Martin County,Indiana,50.7,6.67,99,44.03
IN-103,Miami County,Indiana,32.24,-5.53,20,37.77
IN-105,Monroe County,Indiana,39.67,-3.26,37,42.93
IN-107,Montgomery County,Indiana,33.03,-5.73,18,38.76
IN-109,Morgan County,Indiana,37.6,-3.11,38,40.71
IN-111,Newton County,Indiana,34.45,-2.4,38,36.85
IN-113,Noble County,Indiana,33.93,-1.68,44,35.61
IN-115,Ohio County,Indiana,45.34,3.75,85,41.59
IN-117,Orange County,Indiana,51.4,6.43,100,44.97
IN-119,Owen County,Indiana,39.94,-2.09,43,42.03
IN-121,Parke County,Indiana,37.15,-1.76,49,38.91
IN-123,Perry County,Indiana,49.36,3.91,82,45.45
IN-125,Pike County,Indiana,48.85,5.18,100,43.67
IN-127,Porter County,Indiana,31.26,-5.25,19,36.51
IN-129,Posey County,Indiana,39.68,-4.27,39,43.95
IN-131,Pulaski County,Indiana,33.15,-3.96,28,37.11
IN-133,Putnam County,Indiana,37.3,-3.2,38,40.5
IN-135,Randolph County,Indiana,34.69,-4.17,25,38.86
IN-137,Ripley County,Indiana,42.91,0.46,62,42.45
IN-139,Rush County,Indiana,40.72,0.2,58,40.52
IN-141,St. Joseph County,Indiana,34.31,-2.89,40,37.2
IN-143,Scott County,Indiana,46.34,3.69,82,42.65
IN-145,Shelby County,Indiana,39.74,-0.96,52,40.7
IN-147,Spencer County,Indiana,46.36,1.68,69,44.68
IN-149,Starke County,Indiana,34.24,-3.05,40,37.29
IN-151,Steuben County,Indiana,36.34,1.31,76,35.03
IN-153,Sullivan County,Indiana,41.39,0.36,61,41.03
IN-155,Switzerland County,Indiana,46.37,4.05,83,42.32
IN-157,Tippecanoe County,Indiana,30.88,-7.15,12,38.03
IN-159,Tipton County,Indiana,35.23,-2.38,42,37.61
IN-161,Union County,Indiana,39.99,-0.3,60,40.29
IN-163,Vanderburgh County,Indiana,39.1,-4.83,31,43.93
IN-165,Vermillion County,Indiana,35.39,-2.59,40,37.98
IN-167,Vigo County,Indiana,38.44,-1.22,52,39.66
IN-169,Wabash County,Indiana,33.51,-4.01,29,37.52
IN-171,Warren County,Indiana,32.03,-5.52,21,37.55
IN-173,Warrick County,Indiana,43.61,-0.23,62,43.84
IN-175,Washington County,Indiana,46.26,2.05,76,44.21
IN-177,Wayne County,Indiana,37.01,-2.59,35,39.6
IN-179,Wells County,Indiana,34.69,-2.07,36,36.76
IN-181,White County,Indiana,32.65,-4.21,26,36.86
IN-183,Whitley County,Indiana,34.67,-1.82,50,36.49
IA-001,Adair County,Iowa,27.07,-5.59,24,32.66
IA-003,Adams County,Iowa,25.8,-7.39,11,33.19
IA-005,Allamakee County,Iowa,37.25,4.44,98,32.81
IA-007,Appanoose County,Iowa,32.52,-2.67,44,35.19
IA-009,Audubon County,Iowa,26.62,-5.07,26,31.69
IA-011,Benton County,Iowa,27.32,-5.89,20,33.21
IA-013,Black Hawk County,Iowa,32.7,-0.73,57,33.43
IA-015,Boone County,Iowa,31.81,0.38,67,31.43
IA-017,Bremer County,Iowa,32.37,-0.86,57,33.23
IA-019,Buchanan County,Iowa,32.38,-0.8,57,33.18
IA-021,Buena Vista County,Iowa,19.62,-9.17,9,28.79
IA-023,Butler County,Iowa,31.19,-1.61,52,32.8
IA-025,Calhoun County,Iowa,22.38,-8.48,10,30.86
IA-027,Carroll County,Iowa,24.34,-6.77,16,31.11
IA-029,Cass County,Iowa,24.85,-6.46,16,31.31
IA-031,Cedar County,Iowa,31.95,-3.2,43,35.15
IA-033,Cerro Gordo County,Iowa,29.89,-1.87,49,31.76
IA-035,Cherokee County,Iowa,20.3,-7.88,9,28.18
IA-037,Chickasaw County,Iowa,30.17,-2.27,43,32.44
IA-039,Clarke County,Iowa,28.85,-4.78,29,33.63
IA-041,Clay County,Iowa,23.74,-4.87,22,28.61
IA-043,Clayton County,Iowa,34.62,1.42,73,33.2
IA-045,Clinton County,Iowa,35.15,0.2,66,34.95
IA-047,Crawford County,Iowa,22.66,-7.14,12,29.8
IA-049,Dallas County,Iowa,27.54,-4.24,32,31.78
IA-051,Davis County,Iowa,31.29,-3.94,37,35.23
IA-053,Decatur County,Iowa,29.05,-5.15,25,34.2
IA-055,Delaware County,Iowa,33.74,0.42,63,33.32
IA-057,Des Moines County,Iowa,28.35,-6.9,18,35.25
IA-059,Dickinson County,Iowa,26.15,-2.05,48,28.2
IA-061,Dubuque County,Iowa,31.89,-1.5,52,33.39
IA-063,Emmet County,Iowa,25.24,-4.13,28,29.37
IA-065,Fayette County,Iowa,32.92,-0.41,56,33.33
IA-067,Floyd County,Iowa,30.47,-1.66,50,32.13
IA-069,Franklin County,Iowa,28.84,-3.01,35,31.85
IA-071,Fremont County,Iowa,23.57,-8.91,7,32.48
IA-073,Greene County,Iowa,28.2,-3.28,39,31.48
IA-075,Grundy County,Iowa,30.75,-2.3,45,33.05
IA-077,Guthrie County,Iowa,28.75,-2.93,43,31.68
IA-079,Hamilton County,Iowa,28.94,-2.01,49,30.95
IA-081,Hancock County,Iowa,26.76,-4.55,22,31.31
IA-083,Hardin County,Iowa,30.56,-1.38,56,31.94
IA-085,Harrison County,Iowa,20.83,-8.49,10,29.32
IA-087,Henry County,Iowa,26.62,-8.66,10,35.28
IA-089,Howard County,Iowa,33.69,1.06,70,32.63
IA-091,Humboldt County,Iowa,19.4,-11.12,1,30.52
IA-093,Ida County,Iowa,20.57,-8.28,9,28.85
IA-095,Iowa County,Iowa,25.92,-7.86,13,33.78
IA-097,Jackson County,Iowa,35.15,1.09,73,34.06
IA-099,Jasper County,Iowa,27.67,-5.3,26,32.97
IA-101,Jefferson County,Iowa,25.63,-9.29,7,34.92
IA-103,Johnson County,Iowa,28.57,-5.19,25,33.76
IA-105,Jones County,Iowa,32.71,-0.93,54,33.64
IA-107,Keokuk County,Iowa,25.23,-8.77,13,34
IA-109,Kossuth County,Iowa,23.2,-7.01,12,30.21
IA-111,Lee County,Iowa,29.87,-5.67,25,35.54
IA-113,Linn County,Iowa,30.83,-2.2,46,33.03
IA-115,Louisa County,Iowa,25.86,-8.62,11,34.48
IA-117,Lucas County,Iowa,31,-2.79,46,33.79
IA-119,Lyon County,Iowa,19.04,-7.32,11,26.36
IA-121,Madison County,Iowa,25.46,-7.39,14,32.85
IA-123,Mahaska County,Iowa,27.86,-5.93,27,33.79
IA-125,Marion County,Iowa,30.13,-3.37,42,33.5
IA-127,Marshall County,Iowa,28.97,-3.55,37,32.52
IA-129,Mills County,Iowa,22.86,-8.89,9,31.75
IA-131,Mitchell County,Iowa,30.32,-1.68,52,32
IA-133,Monona County,Iowa,19.34,-9.2,6,28.54
IA-135,Monroe County,Iowa,30.26,-3.98,41,34.24
IA-137,Montgomery County,Iowa,24.52,-8.01,10,32.53
IA-139,Muscatine County,Iowa,30.58,-3.94,34,34.52
IA-141,O&#039;Brien County,Iowa,21.38,-6.69,14,28.07
IA-143,Osceola County,Iowa,22.58,-5.16,18,27.74
IA-145,Page County,Iowa,26.32,-7.09,15,33.41
IA-147,Palo Alto County,Iowa,22.96,-6.65,14,29.61
IA-149,Plymouth County,Iowa,19.08,-8.08,10,27.16
IA-151,Pocahontas County,Iowa,20.25,-9.7,8,29.95
IA-153,Polk County,Iowa,29.89,-2.06,48,31.95
IA-155,Pottawattamie County,Iowa,23.79,-7.11,18,30.9
IA-157,Poweshiek County,Iowa,27.7,-6.31,19,34.01
IA-159,Ringgold County,Iowa,28.49,-6.09,19,34.58
IA-161,Sac County,Iowa,20.54,-9.02,9,29.56
IA-163,Scott County,Iowa,33.03,-1.87,49,34.9
IA-165,Shelby County,Iowa,24.3,-6.58,17,30.88
IA-167,Sioux County,Iowa,17.34,-9.4,5,26.74
IA-169,Story County,Iowa,34.04,2.31,83,31.73
IA-171,Tama County,Iowa,27.79,-6.25,23,34.04
IA-173,Taylor County,Iowa,27.92,-6.45,13,34.37
IA-175,Union County,Iowa,27.93,-5.95,19,33.88
IA-177,Van Buren County,Iowa,26.9,-8.18,14,35.08
IA-179,Wapello County,Iowa,27.35,-7.14,19,34.49
IA-181,Warren County,Iowa,28.76,-4.08,34,32.84
IA-183,Washington County,Iowa,25.33,-8.96,9,34.29
IA-185,Wayne County,Iowa,31.59,-3.43,38,35.02
IA-187,Webster County,Iowa,23.68,-7.42,12,31.1
IA-189,Winnebago County,Iowa,28.05,-3.27,35,31.32
IA-191,Winneshiek County,Iowa,37.02,3.86,94,33.16
IA-193,Woodbury County,Iowa,18.57,-9.1,5,27.67
IA-195,Worth County,Iowa,29.26,-2.64,41,31.9
IA-197,Wright County,Iowa,25.28,-5.71,16,30.99
KS-001,Allen County,Kansas,33.56,-5.62,33,39.18
KS-003,Anderson County,Kansas,35.86,-3.23,45,39.09
KS-005,Atchison County,Kansas,30.67,-4.45,38,35.12
KS-007,Barber County,Kansas,18.65,-7.37,13,26.02
KS-009,Barton County,Kansas,17.96,-6.84,13,24.8
KS-011,Bourbon County,Kansas,35.21,-5.09,37,40.3
KS-013,Brown County,Kansas,28.64,-5.74,32,34.38
KS-015,Butler County,Kansas,29.94,-3.33,39,33.27
KS-017,Chase County,Kansas,36.36,3.66,86,32.7
KS-019,Chautauqua County,Kansas,29.61,-7.23,25,36.84
KS-021,Cherokee County,Kansas,34.71,-6.93,22,41.64
KS-023,Cheyenne County,Kansas,13.54,-5.28,14,18.82
KS-025,Clark County,Kansas,13.49,-8.84,5,22.33
KS-027,Clay County,Kansas,26.54,-3.65,43,30.19
KS-029,Cloud County,Kansas,21.92,-6.14,23,28.06
KS-031,Coffey County,Kansas,33.96,-2.98,50,36.94
KS-033,Comanche County,Kansas,16.22,-7.89,8,24.11
KS-035,Cowley County,Kansas,30.89,-2.85,43,33.74
KS-037,Crawford County,Kansas,31.49,-9.51,11,41
KS-039,Decatur County,Kansas,12.27,-8.59,5,20.86
KS-041,Dickinson County,Kansas,29.89,-0.8,63,30.69
KS-043,Doniphan County,Kansas,30.57,-4.81,37,35.38
KS-045,Douglas County,Kansas,33.5,-2.72,48,36.22
KS-047,Edwards County,Kansas,14.15,-8.6,5,22.75
KS-049,Elk County,Kansas,31.82,-4.63,38,36.45
KS-051,Ellis County,Kansas,15.13,-7.97,6,23.1
KS-053,Ellsworth County,Kansas,23.22,-3.46,40,26.68
KS-055,Finney County,Kansas,7.85,-10.91,2,18.76
KS-057,Ford County,Kansas,12.49,-9.16,3,21.65
KS-059,Franklin County,Kansas,34.79,-2.59,47,37.38
KS-061,Geary County,Kansas,31.46,-1.13,59,32.59
KS-063,Gove County,Kansas,9.4,-10.36,1,19.76
KS-065,Graham County,Kansas,12.1,-9.76,3,21.86
KS-067,Grant County,Kansas,9.95,-7.72,3,17.67
KS-069,Gray County,Kansas,9.68,-10.37,3,20.05
KS-071,Greeley County,Kansas,13.35,-3.56,24,16.91
KS-073,Greenwood County,Kansas,31.35,-3.95,36,35.3
KS-075,Hamilton County,Kansas,11.47,-5.01,15,16.48
KS-077,Harper County,Kansas,22.19,-6.23,19,28.42
KS-079,Harvey County,Kansas,25.21,-5.84,28,31.05
KS-081,Haskell County,Kansas,9.66,-9.57,3,19.23
KS-083,Hodgeman County,Kansas,11.55,-9.07,4,20.62
KS-085,Jackson County,Kansas,29.91,-4.26,35,34.17
KS-087,Jefferson County,Kansas,31.75,-3.66,42,35.41
KS-089,Jewell County,Kansas,20.89,-5.18,27,26.07
KS-091,Johnson County,Kansas,34.44,-2.66,50,37.1
KS-093,Kearny County,Kansas,9.72,-7.69,2,17.41
KS-095,Kingman County,Kansas,21.13,-6.88,15,28.01
KS-097,Kiowa County,Kansas,15.35,-8.32,7,23.67
KS-099,Labette County,Kansas,31.85,-8.33,16,40.18
KS-101,Lane County,Kansas,7.96,-11.73,1,19.69
KS-103,Leavenworth County,Kansas,33.04,-2.7,49,35.74
KS-105,Lincoln County,Kansas,21.76,-4.02,35,25.78
KS-107,Linn County,Kansas,36.34,-3.69,45,40.03
KS-109,Logan County,Kansas,11.21,-7.17,7,18.38
KS-111,Lyon County,Kansas,34.64,-0.14,64,34.78
KS-113,McPherson County,Kansas,25.79,-3.63,39,29.42
KS-115,Marion County,Kansas,28.97,-2.78,49,31.75
KS-117,Marshall County,Kansas,29.78,-1.59,55,31.37
KS-119,Meade County,Kansas,13.67,-6.76,10,20.43
KS-121,Miami County,Kansas,35.78,-2.99,49,38.77
